user_id,username,name,surname,join_date,email,password,role,auth_provider,oauth2_user_id,user_image,status,ban_expiry_time,country,state_region,address,phone_number
21,jack_walker,Jack,Walker,2024-05-31 17:46:21.843456 +00:00,jack.walker@example.com,$2a$10$29TuZnWUDIDlIHXHd15oxON3ZrKpk.y/Von7TTwdFNh8aMKrt/uVe,USER,LOCAL,,https://firebasestorage.googleapis.com/v0/b/swapit-eb176.appspot.com/o/images%2Fdefault_profile_image.png?alt=media&token=12128245-1815-4db4-aec4-6953e11e6cc2,ACTIVE,,Germany,Saxony,"505 Augustusplatz, Leipzig",+49-341-555-7890
22,grace_hall,Grace,Hall,2024-05-31 17:46:22.031467 +00:00,grace.hall@example.com,$2a$10$iqhUv8fKx3jhxk.kPc2Gp.uAOlnXi8Q2dVBVekGQwAsFZVl3B/DRa,USER,LOCAL,,https://firebasestorage.googleapis.com/v0/b/swapit-eb176.appspot.com/o/images%2Fdefault_profile_image.png?alt=media&token=12128245-1815-4db4-aec4-6953e11e6cc2,ACTIVE,,UK,Scotland,"202 High St, Edinburgh",+44-131-555-1234
24,chloe_wright,Chloe,Wright,2024-05-31 17:46:22.433467 +00:00,chloe.wright@example.com,$2a$10$PI5OF1K5.I21nvN/FbPlsukMxknHUh08VXiYaW7y0msJFneJrl.Ze,USER,LOCAL,,https://firebasestorage.googleapis.com/v0/b/swapit-eb176.appspot.com/o/images%2Fdefault_profile_image.png?alt=media&token=12128245-1815-4db4-aec4-6953e11e6cc2,ACTIVE,,USA,Texas,"789 Oak St, Houston, TX",+1-713-555-9012
25,lucas_scott,Lucas,Scott,2024-05-31 17:46:22.624453 +00:00,lucas.scott@example.com,$2a$10$2EOzDjn4HBuPD5w/bU05uusMX9PNfhizzFGHwwobPPy7F.lfYRi76,USER,LOCAL,,https://firebasestorage.googleapis.com/v0/b/swapit-eb176.appspot.com/o/images%2Fdefault_profile_image.png?alt=media&token=12128245-1815-4db4-aec4-6953e11e6cc2,ACTIVE,,Canada,Alberta,"456 Spruce St, Calgary, AB",+1-403-555-8765
26,lily_adams,Lily,Adams,2024-05-31 17:46:22.850477 +00:00,lily.adams@example.com,$2a$10$hj2TT7Ppdf.Yg5c.ElXEFe576E8uQH971yfl2x3AG1xDYMFs1bfde,USER,LOCAL,,https://firebasestorage.googleapis.com/v0/b/swapit-eb176.appspot.com/o/images%2Fdefault_profile_image.png?alt=media&token=12128245-1815-4db4-aec4-6953e11e6cc2,ACTIVE,,UK,Scotland,"202 High St, Edinburgh",+44-131-555-1234
27,sebastian_campbell,Sebastian,Campbell,2024-05-31 17:46:23.061492 +00:00,sebastian.campbell@example.com,$2a$10$8ZFFOHXXZUtaIrx0RCLTL.VwzTMgwaMpy/pf/YKx91EwTMtwTeFkq,USER,LOCAL,,https://firebasestorage.googleapis.com/v0/b/swapit-eb176.appspot.com/o/images%2Fdefault_profile_image.png?alt=media&token=12128245-1815-4db4-aec4-6953e11e6cc2,ACTIVE,,USA,Texas,"789 Oak St, Houston, TX",+1-713-555-9012
28,eva_james,Eva,James,2024-05-31 17:46:23.257480 +00:00,eva.james@example.com,$2a$10$yCJKskKTBzgN/Bx/Xyp5B.6GacIEVFXl/55LeXO3gJ96KKpuXzq1S,USER,LOCAL,,https://firebasestorage.googleapis.com/v0/b/swapit-eb176.appspot.com/o/images%2Fdefault_profile_image.png?alt=media&token=12128245-1815-4db4-aec4-6953e11e6cc2,ACTIVE,,UK,Scotland,"202 High St, Edinburgh",+44-131-555-1234
29,matthew_wood,Matthew,Wood,2024-05-31 17:46:23.463501 +00:00,matthew.wood@example.com,$2a$10$6hASC1Og30NChCz7qFqZUeQxdot1BP3vvPQvdj6Su0ZTAF6emivfm,USER,LOCAL,,https://firebasestorage.googleapis.com/v0/b/swapit-eb176.appspot.com/o/images%2Fdefault_profile_image.png?alt=media&token=12128245-1815-4db4-aec4-6953e11e6cc2,ACTIVE,,Canada,Ontario,"789 Maple St, Toronto, ON",+1-416-555-9876
30,aria_evans,Aria,Evans,2024-05-31 17:46:23.685469 +00:00,aria.evans@example.com,$2a$10$yW6V1ojo0e6aL0MHvZZOWe2jrf0qEcoNKqzMD/BNKn9TaguSXwUPa,USER,LOCAL,,https://firebasestorage.googleapis.com/v0/b/swapit-eb176.appspot.com/o/images%2Fdefault_profile_image.png?alt=media&token=12128245-1815-4db4-aec4-6953e11e6cc2,ACTIVE,,Australia,Western Australia,"405 George St, Perth",+61-8-9461-3333
31,james_wilson,James,Wilson,2024-05-31 17:46:23.865475 +00:00,james.wilson@example.com,$2a$10$gq4ZPSvsVEGKdNmxNdwdqulgHy4HBwRF6e6MdA/oTFbZoAz9i62jW,USER,LOCAL,,https://firebasestorage.googleapis.com/v0/b/swapit-eb176.appspot.com/o/images%2Fdefault_profile_image.png?alt=media&token=12128245-1815-4db4-aec4-6953e11e6cc2,ACTIVE,,UK,England,"101 High St, London",+44-20-7946-0958
32,ella_clark,Ella,Clark,2024-05-31 17:46:24.073485 +00:00,ella.clark@example.com,$2a$10$HrorBH33oBuVXBEhrLYkHeDHo8nygHQdnBXXUGasH8BkFl7Zlr0ii,USER,LOCAL,,https://firebasestorage.googleapis.com/v0/b/swapit-eb176.appspot.com/o/images%2Fdefault_profile_image.png?alt=media&token=12128245-1815-4db4-aec4-6953e11e6cc2,ACTIVE,,UK,England,"101 High St, London",+44-20-7946-0958
33,noah_king,Noah,King,2024-05-31 17:46:24.263469 +00:00,noah.king@example.com,$2a$10$FBz02/b4EFk6eKv8RYVpK.gezh2Jsnxz9MF02CzSrTuIQhKV79BZm,USER,LOCAL,,https://firebasestorage.googleapis.com/v0/b/swapit-eb176.appspot.com/o/images%2Fdefault_profile_image.png?alt=media&token=12128245-1815-4db4-aec4-6953e11e6cc2,ACTIVE,,Australia,Queensland,"304 George St, Brisbane",+61-7-3403-8888
34,sophia_baker,Sophia,Baker,2024-05-31 17:46:24.473494 +00:00,sophia.baker@example.com,$2a$10$0vMFGEGgoV8Kfh4DM9h3EuGEBnqqr.MpfH1iXE5WfE6sKgU0/rSQe,USER,LOCAL,,https://firebasestorage.googleapis.com/v0/b/swapit-eb176.appspot.com/o/images%2Fdefault_profile_image.png?alt=media&token=12128245-1815-4db4-aec4-6953e11e6cc2,ACTIVE,,UK,Wales,"303 High St, Cardiff",+44-2920-555-5678
35,liam_hall,Liam,Hall,2024-05-31 17:46:24.649469 +00:00,liam.hall@example.com,$2a$10$gmKTe/cbZtT1YfgCzgnQ4e4ZJ.hKo8L3FPBXlWoFd61hn3YTuSNHi,USER,LOCAL,,https://firebasestorage.googleapis.com/v0/b/swapit-eb176.appspot.com/o/images%2Fdefault_profile_image.png?alt=media&token=12128245-1815-4db4-aec4-6953e11e6cc2,ACTIVE,,Australia,South Australia,"506 George St, Adelaide",+61-8-8203-4000
36,emma_allen,Emma,Allen,2024-05-31 17:46:24.835474 +00:00,emma.allen@example.com,$2a$10$4Vzn39muVBPKSoZgXwiWFellpKX/kHuGDmMXPQh60F3WWf.x.fxgm,USER,LOCAL,,https://firebasestorage.googleapis.com/v0/b/swapit-eb176.appspot.com/o/images%2Fdefault_profile_image.png?alt=media&token=12128245-1815-4db4-aec4-6953e11e6cc2,ACTIVE,,Canada,British Columbia,"345 Cedar St, Vancouver, BC",+1-604-555-3210
37,jacob_young,Jacob,Young,2024-05-31 17:46:25.041501 +00:00,jacob.young@example.com,$2a$10$ZgyUUqJavRqtNgA28WFBmOQsFV1t8QOEKZZUOcVTCVaLl5xGcMh3e,USER,LOCAL,,https://firebasestorage.googleapis.com/v0/b/swapit-eb176.appspot.com/o/images%2Fdefault_profile_image.png?alt=media&token=12128245-1815-4db4-aec4-6953e11e6cc2,ACTIVE,,Australia,Queensland,"304 George St, Brisbane",+61-7-3403-8888
38,charlotte_hernandez,Charlotte,Hernandez,2024-05-31 17:46:25.247477 +00:00,charlotte.hernandez@example.com,$2a$10$SJzs6JqyD0Cf55uSfADYVulS4bdKCKsNTLEwKBxrSOWEqOMPVF4ra,USER,LOCAL,,https://firebasestorage.googleapis.com/v0/b/swapit-eb176.appspot.com/o/images%2Fdefault_profile_image.png?alt=media&token=12128245-1815-4db4-aec4-6953e11e6cc2,ACTIVE,,USA,Florida,"101 Pine St, Miami, FL",+1-305-555-3456
39,mason_king,Mason,King,2024-05-31 17:46:25.433478 +00:00,mason.king@example.com,$2a$10$pd66uXK7hjDSZUnTRS1A/ecG7ggr./apUlfni5jElwhTaaarN2fGm,USER,LOCAL,,https://firebasestorage.googleapis.com/v0/b/swapit-eb176.appspot.com/o/images%2Fdefault_profile_image.png?alt=media&token=12128245-1815-4db4-aec4-6953e11e6cc2,ACTIVE,,UK,Northern Ireland,"404 High St, Belfast",+44-28-555-9012
40,harper_moore,Harper,Moore,2024-05-31 17:46:25.652490 +00:00,harper.moore@example.com,$2a$10$gMJsLcFry1aQGb34llcpuudQTyZedWNf1H2FMpY7JXztYUZE2H1Iy,USER,LOCAL,,https://firebasestorage.googleapis.com/v0/b/swapit-eb176.appspot.com/o/images%2Fdefault_profile_image.png?alt=media&token=12128245-1815-4db4-aec4-6953e11e6cc2,ACTIVE,,UK,Northern Ireland,"404 High St, Belfast",+44-28-555-9012
41,logan_martin,Logan,Martin,2024-05-31 17:46:25.856477 +00:00,logan.martin@example.com,$2a$10$BrutcP368YYJfHCXuAcqsewcqmahHY90juKqZoVQTZCJyew6/hkHq,USER,LOCAL,,https://firebasestorage.googleapis.com/v0/b/swapit-eb176.appspot.com/o/images%2Fdefault_profile_image.png?alt=media&token=12128245-1815-4db4-aec4-6953e11e6cc2,ACTIVE,,UK,England,"101 High St, London",+44-20-7946-0958
42,amelia_jackson,Amelia,Jackson,2024-05-31 17:46:26.062472 +00:00,amelia.jackson@example.com,$2a$10$q3sDsp92kgrt4nbGvhlvDedpshkPDDPgjnUQsAksqn/PCBjHxM./K,USER,LOCAL,,https://firebasestorage.googleapis.com/v0/b/swapit-eb176.appspot.com/o/images%2Fdefault_profile_image.png?alt=media&token=12128245-1815-4db4-aec4-6953e11e6cc2,ACTIVE,,Canada,British Columbia,"345 Cedar St, Vancouver, BC",+1-604-555-3210
43,alexander_white,Alexander,White,2024-05-31 17:46:26.268476 +00:00,alexander.white@example.com,$2a$10$GliaZVxrmPnDUhcGb.wJu.ypR6eDlPbcm9cAhzLUhyBCW./RK11/e,USER,LOCAL,,https://firebasestorage.googleapis.com/v0/b/swapit-eb176.appspot.com/o/images%2Fdefault_profile_image.png?alt=media&token=12128245-1815-4db4-aec4-6953e11e6cc2,ACTIVE,,Germany,Saxony,"505 Augustusplatz, Leipzig",+49-341-555-7890
44,ella_johnson,Ella,Johnson,2024-05-31 17:46:26.470501 +00:00,ella.johnson@example.com,$2a$10$CWnZKDYr4Yu/02YzoSCwsuFNHjgvuDYT7xLhkUvgVZqI0/0sET36W,USER,LOCAL,,https://firebasestorage.googleapis.com/v0/b/swapit-eb176.appspot.com/o/images%2Fdefault_profile_image.png?alt=media&token=12128245-1815-4db4-aec4-6953e11e6cc2,ACTIVE,,USA,Illinois,"202 Maple St, Chicago, IL",+1-312-555-7890
45,james_williams,James,Williams,2024-05-31 17:46:26.661501 +00:00,james.williams@example.com,$2a$10$OH.MDj75OJJ/n.8ce0it.uDSrgR.n/D0rD8AQ3uDSb59jczjFl/Hq,USER,LOCAL,,https://firebasestorage.googleapis.com/v0/b/swapit-eb176.appspot.com/o/images%2Fdefault_profile_image.png?alt=media&token=12128245-1815-4db4-aec4-6953e11e6cc2,ACTIVE,,USA,Texas,"789 Oak St, Houston, TX",+1-713-555-9012
3,alex_jones,Alex,Jones,2024-05-31 17:46:18.311845 +00:00,alex.jones@example.com,$2a$10$BaPRpmGRI2UtzyEQW4ZR6e3RFcHLwbI/Pxdvn7ri9xYYkBdmpk4Xy,ADMINISTRATOR,LOCAL,,https://firebasestorage.googleapis.com/v0/b/swapit-eb176.appspot.com/o/images%2Fdefault_profile_image.png?alt=media&token=12128245-1815-4db4-aec4-6953e11e6cc2,ACTIVE,,USA,New York,"456 Elm St, New York, NY",+1-212-555-5678
5,michael_brown,Michael,Brown,2024-05-31 17:46:18.678761 +00:00,michael.brown@example.com,$2a$10$nAoDLSR3UAQLtAvboEzsa.TkVtkz4zUrcXhJRTQjAPpw9n383gJEW,ADMINISTRATOR,LOCAL,,https://firebasestorage.googleapis.com/v0/b/swapit-eb176.appspot.com/o/images%2Fdefault_profile_image.png?alt=media&token=12128245-1815-4db4-aec4-6953e11e6cc2,ACTIVE,,Australia,Queensland,"304 George St, Brisbane",+61-7-3403-8888
4,emily_davis,Emily,Davis,2024-05-31 17:46:18.511758 +00:00,emily.davis@example.com,$2a$10$1bmisi251d3W3L/4euIuQOcgDvYZDiJ3S3kARgO5wfwK57QuHz1eG,ADMINISTRATOR,LOCAL,,https://firebasestorage.googleapis.com/v0/b/swapit-eb176.appspot.com/o/images%2Fdefault_profile_image.png?alt=media&token=12128245-1815-4db4-aec4-6953e11e6cc2,ACTIVE,,Australia,New South Wales,"102 George St, Sydney",+61-2-9374-4000
2,jane_smith,Jane,Smith,2024-05-31 17:46:18.079820 +00:00,jane.smith@example.com,$2a$10$R6vlWDQqycRb9xkQCVv6Ruitpf9irL7o9Cy.bqqO1DBVkjWQ9tRAy,ADMINISTRATOR,LOCAL,,https://firebasestorage.googleapis.com/v0/b/swapit-eb176.appspot.com/o/images%2Fdefault_profile_image.png?alt=media&token=12128245-1815-4db4-aec4-6953e11e6cc2,ACTIVE,,Germany,Berlin,"202 Unter den Linden, Berlin",+49-30-555-5678
23,aiden_king,Aiden,King,2024-05-31 17:46:22.232441 +00:00,aiden.king@example.com,$2a$10$NCoUALTvYUWFypPqRqK22.EpzHRHIVIKxQIoh7EIIexiZ/eSEyC4G,USER,LOCAL,,https://firebasestorage.googleapis.com/v0/b/swapit-eb176.appspot.com/o/images%2F4c1fa478-5b98-4f4c-9d6e-fed7a9a8aab0?alt=media&token=3f5c5a94-a59c-44cc-85df-589728a1fb0b,ACTIVE,,UK,Northern Ireland,"404 High St, Belfast",+44-28-555-9012
1,john_doe,John,Doe,2024-05-31 17:46:17.723823 +00:00,john.doe@example.com,$2a$10$N8UQVpqgbNe9H43/ZcK5LOF.9DPjqHPgP456SbG5M5i6RPRIYoseW,ADMINISTRATOR,LOCAL,,https://firebasestorage.googleapis.com/v0/b/swapit-eb176.appspot.com/o/images%2Fdefault_profile_image.png?alt=media&token=12128245-1815-4db4-aec4-6953e11e6cc2,ACTIVE,,USA,Florida,"101 Pine St, Miami, FL",+1-305-555-3456
47,alexandru_olteanu,Olteanu,Alexandru,2024-05-31 18:16:49.749344 +00:00,alexandruolteanu2001@gmail.com,,OAUTH2_USER,OAUTH2,101176315408547318971,https://lh3.googleusercontent.com/a/ACg8ocIpMDDZ8Sk69MH-aOCgS7Yj4Hg-h80etkUTiMTNV3IuJVnWwpE=s96-c,ACTIVE,,Romania,Bucuresti,Camin Leu A 34,0729868263
